target,income,customer_age,payment_type,employment_status,housing_status,bank_months_count
0,0.9,20,AB,CA,BD,19
0,0.5,20,AD,CA,BC,1
0,0.8,20,AA,CA,BC,25
0,0.4,20,AA,CA,BE,1
0,0.1,20,AD,CB,BA,19
0,0.8,40,AD,CB,BC,1
0,0.6000000000000001,30,AA,CB,BC,28
0,0.1,50,AB,CA,BC,2
0,0.7000000000000001,30,AA,CD,BA,10
0,0.2,50,AB,CB,BB,1
0,0.8,30,AB,CB,BC,25
0,0.8,30,AD,CA,BC,6
0,0.8,50,AB,CA,BA,1
0,0.1,20,AA,CA,BE,28
0,0.2,40,AA,CE,BE,1
0,0.7000000000000001,20,AA,CB,BE,5
0,0.7000000000000001,40,AA,CB,BC,15
0,0.4,60,AB,CD,BD,1
0,0.3,50,AD,CA,BC,24
0,0.4,50,AC,CA,BB,-1
0,0.9,40,AA,CA,BA,5
0,0.9,20,AC,CB,BA,-1
0,0.1,20,AA,CA,BC,20
0,0.7000000000000001,30,AB,CA,BE,5
0,0.1,30,AA,CA,BB,25
0,0.8,20,AD,CA,BE,10
0,0.6000000000000001,20,AD,CA,BC,28
0,0.9,30,AD,CA,BC,25
0,0.1,30,AB,CA,BC,27
0,0.1,20,AB,CA,BE,25
0,0.6000000000000001,30,AA,CB,BC,25
0,0.7000000000000001,50,AB,CB,BE,30
0,0.1,50,AC,CC,BA,25
0,0.5,50,AA,CA,BC,10
0,0.3,40,AB,CB,BC,-1
0,0.8,20,AA,CA,BC,1
0,0.1,30,AB,CD,BC,1
0,0.4,30,AB,CF,BB,25
0,0.5,20,AC,CA,BC,-1
0,0.8,40,AA,CA,BC,15
1,0.6000000000000001,60,AB,CC,BA,4
0,0.9,30,AD,CA,BC,1
0,0.3,30,AB,CA,BB,1
0,0.1,40,AA,CD,BB,15
0,0.4,30,AB,CA,BB,1
0,0.8,20,AA,CA,BC,28
0,0.6000000000000001,40,AA,CF,BB,22
0,0.9,60,AC,CB,BC,-1
0,0.2,30,AB,CC,BB,15
0,0.1,30,AA,CD,BB,19
0,0.3,70,AA,CC,BB,19
0,0.1,40,AA,CB,BC,26
0,0.9,30,AC,CA,BB,-1
0,0.4,20,AB,CA,BE,30
0,0.9,40,AD,CA,BA,1
0,0.8,40,AA,CA,BA,30
0,0.9,60,AD,CF,BA,30
0,0.9,50,AB,CA,BA,30
0,0.7000000000000001,50,AA,CA,BF,16
0,0.7000000000000001,50,AB,CB,BA,15
0,0.9,40,AC,CB,BA,30
0,0.6000000000000001,30,AB,CA,BC,19
0,0.6000000000000001,60,AC,CA,BB,-1
0,0.3,40,AA,CA,BE,18
0,0.5,40,AC,CD,BB,-1
0,0.8,20,AD,CB,BE,6
0,0.1,20,AA,CA,BE,15
0,0.2,30,AD,CE,BE,1
0,0.1,10,AC,CA,BC,1
0,0.8,20,AB,CA,BC,1
0,0.9,30,AA,CB,BA,30
0,0.1,20,AA,CA,BE,1
0,0.8,30,AB,CA,BC,28
0,0.9,40,AD,CB,BE,30
0,0.4,30,AB,CA,BC,-1
0,0.9,40,AB,CA,BC,19
0,0.9,20,AC,CB,BC,-1
0,0.6000000000000001,20,AA,CB,BC,4
0,0.5,20,AA,CB,BC,28
0,0.9,40,AA,CA,BC,15
0,0.8,30,AD,CB,BE,11
0,0.4,30,AA,CB,BA,15
0,0.3,40,AD,CA,BC,1
0,0.6000000000000001,30,AB,CF,BB,28
0,0.9,20,AB,CA,BC,28
0,0.8,20,AB,CA,BA,25
0,0.2,40,AB,CA,BE,2
0,0.1,30,AB,CB,BC,1
0,0.1,20,AA,CA,BE,11
0,0.4,20,AB,CA,BE,31
0,0.8,30,AD,CB,BC,28
0,0.8,20,AC,CA,BB,-1
0,0.2,40,AA,CB,BC,20
0,0.5,30,AA,CB,BC,28
0,0.1,40,AB,CB,BB,1
0,0.3,10,AD,CA,BC,25
0,0.1,50,AD,CC,BB,25
0,0.7000000000000001,30,AD,CB,BE,1
0,0.8,10,AA,CA,BC,28
0,0.3,20,AD,CA,BE,25
0,0.8,40,AD,CB,BB,4
0,0.9,20,AD,CA,BC,31
0,0.8,30,AA,CB,BC,11
0,0.1,70,AD,CC,BC,25
0,0.1,20,AD,CB,BB,20
0,0.6000000000000001,30,AB,CB,BC,15
0,0.5,30,AB,CA,BA,11
0,0.6000000000000001,40,AB,CA,BB,9
0,0.1,30,AA,CA,BC,29
0,0.9,50,AA,CA,BA,15
0,0.7000000000000001,30,AC,CB,BC,-1
0,0.4,50,AD,CA,BC,1
0,0.1,70,AA,CA,BD,20
0,0.6000000000000001,20,AD,CA,BC,1
0,0.6000000000000001,30,AB,CA,BB,30
0,0.3,30,AC,CA,BC,-1
0,0.9,20,AD,CB,BB,5
0,0.9,30,AD,CB,BC,1
0,0.2,20,AA,CA,BE,25
0,0.3,50,AB,CA,BC,25
0,0.7000000000000001,20,AC,CB,BC,-1
0,0.7000000000000001,20,AB,CA,BC,1
0,0.2,40,AB,CB,BB,15
0,0.9,40,AD,CA,BE,1
0,0.9,50,AD,CA,BA,25
0,0.8,20,AA,CA,BE,10
0,0.8,40,AB,CA,BE,30
0,0.1,30,AA,CA,BA,30
0,0.7000000000000001,30,AD,CA,BC,1
0,0.8,20,AB,CB,BE,27
0,0.5,20,AA,CA,BE,1
0,0.8,30,AD,CB,BC,1
0,0.1,40,AB,CA,BC,3
0,0.6000000000000001,20,AD,CA,BC,29
0,0.2,20,AA,CA,BE,25
0,0.6000000000000001,40,AA,CA,BB,20
0,0.7000000000000001,40,AB,CB,BA,4
0,0.6000000000000001,20,AD,CA,BC,25
0,0.8,30,AD,CB,BC,1
0,0.7000000000000001,30,AA,CA,BE,15
0,0.3,60,AB,CD,BB,30
0,0.8,20,AC,CA,BE,-1
0,0.8,20,AA,CA,BE,25
0,0.7000000000000001,30,AB,CA,BB,1
0,0.9,50,AA,CC,BB,10
0,0.7000000000000001,30,AA,CB,BB,30
0,0.7000000000000001,50,AB,CD,BB,1
0,0.2,50,AD,CB,BA,9
0,0.4,40,AB,CB,BB,9
0,0.8,40,AB,CA,BC,2
0,0.9,20,AB,CB,BC,1
0,0.1,30,AA,CA,BC,26
0,0.6000000000000001,30,AD,CB,BE,20
0,0.6000000000000001,20,AA,CA,BD,30
0,0.7000000000000001,40,AB,CA,BB,1
0,0.8,40,AA,CF,BB,5
0,0.1,60,AD,CA,BA,4
0,0.6000000000000001,50,AC,CA,BA,-1
0,0.8,40,AC,CA,BC,-1
0,0.9,50,AB,CB,BA,1
0,0.2,60,AB,CB,BB,1
0,0.2,40,AA,CA,BC,15
0,0.6000000000000001,40,AD,CB,BC,27
0,0.1,30,AD,CA,BC,4
0,0.7000000000000001,20,AB,CA,BC,2
0,0.8,40,AD,CA,BB,15
0,0.6000000000000001,20,AB,CA,BE,3
0,0.8,30,AB,CA,BC,28
0,0.9,60,AC,CA,BB,5
0,0.4,30,AA,CA,BC,26
0,0.8,20,AA,CA,BB,29
0,0.9,20,AB,CA,BC,31
0,0.7000000000000001,30,AC,CB,BC,-1
0,0.8,40,AA,CA,BA,15
0,0.1,50,AA,CA,BC,25
0,0.6000000000000001,40,AA,CA,BE,25
0,0.1,30,AB,CA,BB,21
0,0.5,50,AA,CA,BC,26
0,0.3,10,AD,CB,BC,25
0,0.6000000000000001,40,AA,CA,BE,25
0,0.8,20,AA,CA,BE,1
0,0.7000000000000001,20,AD,CA,BE,27
0,0.9,40,AB,CA,BC,25
0,0.9,50,AC,CA,BA,-1
0,0.1,20,AD,CB,BC,15
0,0.8,50,AA,CA,BE,30
0,0.8,40,AB,CB,BC,5
0,0.8,30,AA,CA,BC,27
0,0.6000000000000001,20,AD,CA,BE,28
0,0.5,20,AA,CB,BB,5
0,0.6000000000000001,40,AD,CA,BE,5
0,0.9,20,AD,CA,BC,1
0,0.1,20,AB,CF,BB,1
0,0.7000000000000001,40,AD,CA,BE,25
0,0.5,30,AB,CA,BC,1
0,0.9,40,AA,CB,BA,28
0,0.6000000000000001,40,AD,CA,BE,25
0,0.1,40,AB,CA,BC,1
0,0.1,40,AD,CB,BC,15
0,0.1,10,AD,CA,BE,26
0,0.7000000000000001,50,AA,CA,BA,28
0,0.8,40,AB,CA,BA,1
1,0.8,60,AA,CC,BA,1
0,0.7000000000000001,30,AD,CA,BC,1
0,0.8,20,AB,CB,BD,1
0,0.2,20,AB,CA,BE,1
0,0.9,30,AA,CB,BC,10
0,0.6000000000000001,20,AB,CA,BC,11
0,0.8,20,AB,CA,BE,1
0,0.1,20,AB,CB,BE,1
0,0.1,20,AA,CD,BE,20
0,0.6000000000000001,20,AC,CA,BE,-1
0,0.1,30,AB,CA,BC,-1
0,0.1,20,AB,CB,BE,25
0,0.5,20,AC,CA,BE,-1
0,0.7000000000000001,50,AB,CA,BA,28
0,0.4,40,AA,CA,BC,2
0,0.4,30,AC,CB,BC,-1
0,0.4,20,AC,CA,BC,-1
0,0.2,50,AB,CC,BB,1
0,0.9,40,AC,CA,BC,-1
0,0.4,40,AD,CA,BE,30
0,0.4,60,AA,CC,BA,30
0,0.7000000000000001,30,AD,CB,BC,26
0,0.8,40,AC,CB,BC,-1
0,0.5,20,AD,CA,BC,28
0,0.7000000000000001,20,AA,CB,BE,6
0,0.3,40,AD,CB,BB,10
0,0.6000000000000001,20,AC,CF,BD,-1
0,0.6000000000000001,20,AD,CB,BE,1
0,0.9,30,AB,CB,BA,20
0,0.2,30,AB,CA,BB,5
0,0.3,10,AA,CB,BC,1
0,0.8,30,AD,CB,BA,25
0,0.5,20,AB,CA,BE,30
0,0.9,30,AA,CA,BC,30
0,0.3,20,AA,CA,BA,20
0,0.7000000000000001,20,AD,CC,BC,15
0,0.3,60,AA,CC,BC,5
0,0.7000000000000001,40,AB,CA,BB,6
0,0.2,30,AB,CA,BB,2
0,0.1,20,AA,CA,BC,30
0,0.8,30,AD,CA,BB,30
0,0.7000000000000001,40,AA,CA,BD,28
0,0.3,50,AA,CA,BC,1
0,0.7000000000000001,50,AB,CA,BA,21
0,0.1,20,AB,CA,BE,27
0,0.4,40,AB,CA,BC,1
0,0.8,40,AB,CA,BC,21
0,0.1,20,AB,CA,BD,1
0,0.1,30,AC,CA,BD,-1
0,0.9,50,AD,CA,BC,4
0,0.4,50,AC,CA,BC,-1
0,0.9,50,AD,CB,BB,1
0,0.3,50,AD,CA,BB,1
0,0.8,20,AB,CA,BE,30
0,0.7000000000000001,30,AC,CA,BC,-1
0,0.9,30,AB,CA,BB,5
0,0.6000000000000001,40,AB,CA,BC,1
0,0.7000000000000001,30,AD,CA,BC,1
0,0.1,40,AC,CD,BB,-1
0,0.8,20,AD,CB,BE,28
0,0.9,20,AB,CA,BB,-1
0,0.9,30,AA,CB,BA,10
0,0.1,30,AB,CA,BC,28
0,0.8,30,AA,CA,BE,26
0,0.7000000000000001,30,AB,CA,BE,3
0,0.1,40,AB,CA,BC,1
0,0.7000000000000001,20,AB,CA,BA,28
0,0.1,40,AB,CD,BB,15
0,0.5,40,AB,CA,BA,31
0,0.8,20,AD,CA,BC,1
0,0.3,20,AB,CA,BC,25
0,0.1,20,AD,CA,BE,1
0,0.8,40,AA,CA,BC,30
0,0.6000000000000001,30,AA,CB,BC,30
0,0.8,30,AB,CB,BC,1
0,0.5,40,AB,CA,BB,15
0,0.1,50,AB,CA,BA,1
0,0.9,40,AB,CA,BA,3
0,0.6000000000000001,40,AA,CA,BC,20
0,0.6000000000000001,40,AD,CB,BC,5
0,0.8,30,AD,CB,BB,21
0,0.9,20,AD,CB,BE,2
0,0.7000000000000001,40,AB,CA,BA,2
0,0.6000000000000001,20,AA,CD,BC,6
0,0.7000000000000001,30,AC,CB,BC,-1
0,0.9,30,AD,CA,BE,25
0,0.1,30,AD,CA,BC,15
0,0.6000000000000001,40,AB,CA,BC,28
0,0.6000000000000001,20,AB,CB,BE,31
0,0.4,20,AA,CE,BC,21
0,0.3,30,AD,CB,BC,1
0,0.8,30,AC,CF,BC,-1
0,0.7000000000000001,40,AD,CA,BB,30
0,0.2,30,AB,CB,BC,6
0,0.1,20,AC,CA,BB,-1
0,0.5,30,AB,CA,BB,28
0,0.1,30,AA,CD,BB,-1
0,0.6000000000000001,30,AB,CE,BC,1
0,0.2,30,AD,CA,BC,1
0,0.9,40,AA,CA,BE,25
0,0.6000000000000001,30,AD,CA,BC,25
0,0.7000000000000001,40,AD,CB,BC,28
0,0.1,20,AA,CE,BE,25
0,0.1,20,AA,CA,BE,25
0,0.8,10,AD,CA,BE,31
0,0.9,60,AB,CA,BC,1
0,0.5,10,AC,CA,BE,-1
0,0.1,20,AD,CF,BC,1
0,0.9,20,AA,CF,BB,1
0,0.7000000000000001,40,AD,CA,BC,2
